ResultID,Node2_x,Node2_y,MaxAxialForce,MaxStress,SumOfSxC,MaxSxC
500,0.125,-1.001,1.3281927735898593,1.3281927735898593,278.24695304695297,310.5707146307006
501,0.125,-0.999,1.3293451583171816,1.3293451583171816,278.00320320320316,310.37627346077767
502,0.125,-0.997,1.3305034779637739,1.3305034779637739,277.7600802407222,310.1825937326066
503,0.125,-0.995,1.331667772792643,1.331667772792643,277.5175879396985,309.9896797247869
504,0.125,-0.993,1.3328380834076101,1.3328380834076101,277.2757301107755,309.7975357486864
505,0.125,-0.991,1.3340144507567984,1.3340144507567984,277.0345105953582,309.60616614876204
506,0.125,-0.989,1.3351969161361634,1.3351969161361634,276.79393326592515,309.415575302886
507,0.125,-0.987,1.3363855211930669,1.3363855211930669,276.5540020263425,309.2257676226747
508,0.125,-0.985,1.3375803079298896,1.3375803079298896,276.3147208121827,309.0367475538217
509,0.125,-0.983,1.3387813187076971,1.3387813187076971,276.07609359104777,308.8485195764359
510,0.125,-0.981,1.3399885962499414,1.3399885962499414,275.838124362895,308.6610882053825
511,0.125,-0.979,1.3412021836462122,1.3412021836462122,275.6008171603677,308.4744579906284
512,0.125,-0.977,1.3424221243560337,1.3424221243560337,275.36417604913,308.28863351759236
513,0.125,-0.975,1.3436484622127078,1.3436484622127078,275.12820512820514,308.1036194074989
514,0.125,-0.973,1.344881241427204,1.344881241427204,274.8929085303186,307.9194203177368
515,0.125,-0.971,1.3461205065920983,1.3461205065920983,274.65829042224505,307.73604094222156
516,0.125,-0.969,1.3473663026855605,1.3473663026855605,274.42435500516,307.5534860117633
517,0.125,-0.967,1.3486186750753895,1.3486186750753895,274.1911065149949,307.3717602944378
518,0.125,-0.965,1.3498776695231016,1.3498776695231016,273.958549222798,307.1908685959634
519,0.125,-0.963,1.3511433321880655,1.3511433321880655,273.72668743509865,307.0108157600817
520,0.125,-0.961,1.352415709631694,1.352415709631694,273.4955254942768,306.83160666894355
521,0.125,-0.959,1.3536948488216822,1.3536948488216822,273.2650677789364,306.65324624349944
522,0.125,-0.957,1.3549807971363046,1.3549807971363046,273.03531870428424,306.47573944389507
523,0.125,-0.955,1.35627360236876,1.35627360236876,272.80628272251306,306.29909126987116
524,0.125,-0.953,1.3575733127315768,1.3575733127315768,272.5779643231899,306.12330676116954
525,0.125,-0.951,1.3588799768610698,1.3588799768610698,272.3503680336488,305.94839099794314
526,0.125,-0.949,1.3601936438218538,1.3601936438218538,272.1234984193888,305.7743491011716
527,0.125,-0.947,1.3615143631114173,1.3615143631114173,271.8973600844773,305.60118623308233
528,0.125,-0.945,1.362842184664748,1.362842184664748,271.67195767195767,305.4289075975762
529,0.125,-0.943,1.3641771588590244,1.3641771588590244,271.44729586426297,305.2575184406595
530,0.125,-0.941,1.365519336518361,1.365519336518361,271.22337938363444,305.08702405088087
531,0.125,-0.939,1.3668687689186165,1.3668687689186165,271.0002129925453,304.91742975977337
532,0.125,-0.937,1.368225507792264,1.368225507792264,270.7778014941302,304.74874094230347
533,0.125,-0.935,1.369589605333324,1.369589605333324,270.5561497326204,304.58096301732445
534,0.125,-0.933,1.3709611142023546,1.3709611142023546,270.33526259378357,304.414101448036
535,0.125,-0.931,1.3723400875315148,1.3723400875315148,270.11514500537055,304.24816174244995
536,0.125,-0.929,1.373726578929689,1.373726578929689,269.8958019375673,304.0831494538624
537,0.125,-0.927,1.3751206424876754,1.3751206424876754,269.67723840345207,303.91907018133094
538,0.125,-0.925,1.3765223327834422,1.3765223327834422,269.4594594594594,303.75592957015783
539,0.125,-0.923,1.377931704887458,1.377931704887458,269.2424702058505,303.59373331238174
540,0.125,-0.921,1.3793488143680812,1.3793488143680812,269.0262757871877,303.4324871472724
541,0.125,-0.919,1.3807737172970298,1.3807737172970298,268.81088139281826,303.2721968618353
542,0.125,-0.917,1.3822064702549124,1.3822064702549124,268.5962922573609,303.1128682913194
543,0.125,-0.915,1.383647130336842,1.383647130336842,268.38251366120215,302.95450731973455
544,0.125,-0.913,1.3850957551581153,1.3850957551581153,268.1695509309967,302.79711988037417
545,0.125,-0.911,1.386552402859968,1.386552402859968,267.95740944017564,302.6407119563443
546,0.125,-0.909,1.3880171321154116,1.3880171321154116,267.7460946094609,302.48528958110137
547,0.125,-0.907,1.3894900021351393,1.3894900021351393,267.535611907387,302.3308588389954
548,0.125,-0.905,1.390971072673511,1.390971072673511,267.32596685082865,302.1774258658204
549,0.125,-0.903,1.3924604040346276,1.3924604040346276,267.1171650055371,302.02499684937453
